year,month,month_day,date_mm_dd_yyyy,any_birds_found_on_route_shift,route_shift,route_name,building_name,building_face_direction,species,found_dead_alive,picture_url_google_photos_album
2019,9,2019-09-26,2019-09-26,Yes,AM,South Quad,Krannert Art Museum_220,South,House Wren_Troglodytes aedon,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNNmznldHTKiUwH9a0cJV9KlCT77UZNw-15BpnK?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-26,2019-09-26,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-27,2019-09-27,Yes,AM,Main Quad,Krannert Center for Performing Arts_52,East,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNgrGLuA8FrktGWtt4wGI01Y0GhOK4demJZuEWl?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-27,2019-09-27,No,PM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-27,2019-09-27,No,AM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-27,2019-09-27,No,AM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-27,2019-09-27,No,PM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-27,2019-09-27,Yes,AM,South Quad,Temple Hoyne Buell Hall_339,East,Acadian Flycatcher_Empidonax virescens,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP0nrX09j451p5jvahPFnbhnj__OE6FWjsMJDzD?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-27,2019-09-27,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-28,2019-09-28,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,East,Orange-crowned Warbler_Oreothlypis celata,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPTCgqUWi8dJT19cZxAS_H42fXFycZGcpLAMI0m?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-28,2019-09-28,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,East,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP8TqnKJhH9NSKQSttCVH8JuidId5h_n0bhJ1R-?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-28,2019-09-28,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-28,2019-09-28,Yes,AM,North Quad,National Center for Supercomputing Applications_564,North,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPFtXoFpHEOYmJTe99JXeyzy-ckgNxmKhLc2xV6?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-28,2019-09-28,Yes,AM,North Quad,North Campus Parking Deck_1094,East,Yellow-bellied Sapsucker_Sphyrapicus varius,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPPZvp9o_7PTfeqZehT66klATaa-2yQJKNcdxjh?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-28,2019-09-28,Yes,AM,North Quad,Beckman Institute_228,South,Magnolia Warbler_Setophaga magnolia,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNyPdis8rhVpmbNrfkcF5QvBYlnNkrCYEYVWy2d?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-28,2019-09-28,Yes,AM,North Quad,Micro and Nanotechnology Laboratory_237,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOTvI74p3m5-MPYmPU1qGRot-xwaq-qqS-BfLJo?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-28,2019-09-28,No,AM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-28,2019-09-28,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-29,2019-09-29,Yes,PM,Main Quad,Carl R. Woese Institute for Genomic Biology_1080,North,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.app.goo.gl/7YYMxYKWEu9mAjv46
2019,9,2019-09-29,2019-09-29,Yes,AM,North Quad,Beckman Institute_228,North,Red-eyed Vireo_Vireo olivaceus,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOx8bHOfu4e6pAQP24GCm0XeHj0xW8hazDq25Qq?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,Yes,AM,North Quad,Beckman Institute_228,South,Ovenbird_Seiurus aurocapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMd8_vcotnmS_JXT_1I9uQ1sWAaP3KwkTCPqMOE?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,Yes,AM,North Quad,Beckman Institute_228,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPLvzLWAEEMXJD8QHwkvA6WLpEN1fvYQfJsssfi?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,Yes,AM,North Quad,Beckman Institute_228,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOuMVQM8amILevdDQ5yfpRse5v9N0zJXodACaid?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,Yes,AM,North Quad,Beckman Institute_228,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNijJV7T_L0zGM8h9n5q722ZxJQI_ocCq9uaHme?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,Yes,AM,North Quad,Beckman Institute_228,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP52Fdr5FDyJe9XkoG0mLloRnuriBVpZZ58E4ju?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,No,PM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-29,2019-09-29,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,West,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipM6kURF4wPTpFp9-qJ0AJbr_nN84iCPYmHRD5ck?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,Yes,AM,South Quad,Law Building_156,North,Magnolia Warbler_Setophaga magnolia,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMO91_LZZEkFlk7Q7pDmw402x58yVfoj4Q0r6LJ?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,West,Black-and-white Warbler_Mniotilta varia,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP8RlshrMj53YTPeukxvdcng29PEUfAxXnxB3Fc?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-29,2019-09-29,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-30,2019-09-30,Yes,AM,Main Quad,Chemical & Life Sciences Laboratory_70,East,Gray Catbird_Dumetella carolinensis,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOnHp2kzCswCoVRtde3PSBKg2C6dtrMFXlMNwZi?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-30,2019-09-30,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-30,2019-09-30,No,AM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-30,2019-09-30,Yes,PM,North Quad,Electrical and Computer Engineering_409,North,Black-and-white Warbler_Mniotilta varia,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP2h-Muk8GJpUuow-d-ER7j8Ki-S1jXshvOG6w1?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,9,2019-09-30,2019-09-30,No,AM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,9,2019-09-30,2019-09-30,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-01,2019-10-01,No,PM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-01,2019-10-01,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-01,2019-10-01,No,AM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-01,2019-10-01,Yes,PM,North Quad,Beckman Institute_228,North,Blackpoll Warbler_Setophaga striata,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPuXrbYXwAkMYbV-I3w1_dtA4l2EgeQMvgDRZsO?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-01,2019-10-01,Yes,PM,North Quad,Electrical and Computer Engineering_409,North,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNir3B2Qkgsd0c42j1Z_hMK8hAx5t8wP_FMNN1-?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-01,2019-10-01,No,AM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-01,2019-10-01,Yes,PM,South Quad,Temple Hoyne Buell Hall_339,East,Magnolia Warbler_Setophaga magnolia,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN6XhZVGC7q7FRI8pWT3AtU6j_nsDxp_OYe3uGT?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-02,2019-10-02,No,PM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-02,2019-10-02,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-02,2019-10-02,No,AM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-02,2019-10-02,Yes,PM,North Quad,Beckman Institute_228,East,American Redstart_Setophaga ruticilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOF2x6gMypmHl6dqAoopMD9k5n1WZkan--wbAqd?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-02,2019-10-02,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,West,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOby_6dmD5CQfvwJca5TNjFxlH-LYHR_l5yi2XP?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-02,2019-10-02,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-02,2019-10-02,Yes,AM,South Quad,Law Building_156,North,Swainson's Thrush_Catharus ustulatus,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNRK8QyTTIvFdvhSsSRwC69eKkDFMZ7jIbZuU7Q?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-02,2019-10-02,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,West,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOGZOWQdyuvtPwRuMF0zo7VdANwfTZ5poeNppN6?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,Yes,PM,Main Quad,Chemistry Annex_10,North,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPYbg0rpiVpRYVGRwsWhjO1aRY7p00RbKHL7B-p?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-03,2019-10-03,Yes,AM,North Quad,Electrical and Computer Engineering_409,North,House Wren_Troglodytes aedon,Alive,NA
2019,10,2019-10-03,2019-10-03,Yes,AM,North Quad,Micro and Nanotechnology Laboratory_237,East,Common Yellowthroat_Geothlypis trichas,Alive,Will post in 24 hours
2019,10,2019-10-03,2019-10-03,Yes,AM,North Quad,Beckman Institute_228,East,Black-throated Green Warbler_Setophaga virens,Alive,Will post in next 24 hours
2019,10,2019-10-03,2019-10-03,No,PM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-03,2019-10-03,Yes,AM,Other (explain in notes),Beckman Institute_228,East,Tennessee Warbler_Oreothlypis peregrina,Dead,Will post in 24 hours
2019,10,2019-10-03,2019-10-03,Yes,AM,Other (explain in notes),Beckman Institute_228,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPxCeYVhhWDARgrobkOUJAVZuLR0mgtcyxMfjZz?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,Yes,AM,Other (explain in notes),Beckman Institute_228,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMO4vVIhj2gxeNG2DsrDksZsnoNMyYxTuuZPjql?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,Yes,AM,Other (explain in notes),Beckman Institute_228,South,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNpE1Gnjj9kRpgPNyQMZNowzVaVg0egUoL6SHRk?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,Yes,AM,Other (explain in notes),Beckman Institute_228,South,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPy4uLyeMrsarQLBzDZ98_SEsrkCJEHiZ2l74Wc?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,Yes,AM,Other (explain in notes),Beckman Institute_228,North,American Redstart_Setophaga ruticilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipO_tIq4gX2KlMONNXN6I7aBSs9MWhQJ1_U3jP0d?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,Yes,PM,Other (explain in notes),Beckman Institute_228,South,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNBSlxuu5mpADg7WQmPnjY36Z84t2EHsbifrIrI?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,Yes,AM,South Quad,"ACES Library, Information & Alumni Center_377",North,Song Sparrow_Melospiza melodia,Alive,Flew away before I could get a good photo
2019,10,2019-10-03,2019-10-03,Yes,PM,South Quad,Business Instructional Facility_1206,South,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNV8to9eOZDR8u1liv_PjMBmSh_Exf9Bj1ig0xS?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-03,2019-10-03,Yes,PM,South Quad,Agricultural Engineering Sciences Building_8,East,Black-and-white Warbler_Mniotilta varia,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipODNNPQhDsAwpN0WyiCiYcmVUaMmeZVGWkibbqS?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-04,2019-10-04,Yes,PM,Main Quad,Illini Union Bookstore_106,South,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPBgu5VeWO-TVYU3VblVOgweTv-rjBZw4sewvKk?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-04,2019-10-04,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-04,2019-10-04,Yes,AM,North Quad,Beckman Institute_228,North,Gray Catbird_Dumetella carolinensis,Dead,Will post
2019,10,2019-10-04,2019-10-04,Yes,AM,North Quad,Beckman Institute_228,South,Nashville Warbler_Oreothlypis ruficapilla,Alive,will post
2019,10,2019-10-04,2019-10-04,Yes,AM,North Quad,Siebel Center for Computer Science_563,North,House Wren_Troglodytes aedon,Alive,NA
2019,10,2019-10-04,2019-10-04,No,PM,North Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-04,2019-10-04,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,West,Unidentifiable,Alive,https://photos.google.com/photo/AF1QipPTSRjiXXHyqbQxx4eESolw0HuX73ClvQ7jFNTa
2019,10,2019-10-04,2019-10-04,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,West,Palm Warbler_Setophaga palmarum,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNhPzEbgz1AorqPr-YgL4OTvqjBSFyuFSGP--S9?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-04,2019-10-04,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-05,2019-10-05,No,AM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-05,2019-10-05,Yes,PM,Main Quad,Chemical & Life Sciences Laboratory_70,East,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNSKC5BXrlxyO4qkYU8O7oINOxAS5pKNUiFaB0a?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-05,2019-10-05,Yes,AM,North Quad,Siebel Center for Computer Science_563,West,Unidentifiable,Alive,NA
2019,10,2019-10-05,2019-10-05,Yes,AM,North Quad,Siebel Center for Computer Science_563,North,White-throated Sparrow_Zonotrichia albicollis,Alive,https://photos.google.com/photo/AF1QipNXJo2hbfmlmTBiZgeg9DhiX3e2RawhpAhTz4rZ
2019,10,2019-10-05,2019-10-05,Yes,PM,North Quad,Beckman Institute_228,East,Dark-eyed Junco_Junco hyemalis,Dead,https://photos.google.com/photo/AF1QipNp1jdA31XW6ZmKTrQj6tHv0623IqLEVfG-mQRA
2019,10,2019-10-05,2019-10-05,Yes,PM,North Quad,Beckman Institute_228,East,Blue-headed Vireo_Vireo solitarius,Dead,https://photos.google.com/photo/AF1QipNJGkFy4da8lnpZTLJ7HKAtZ-BnMRYCkWhjZt5v
2019,10,2019-10-05,2019-10-05,Yes,AM,South Quad,Agricultural Engineering Sciences Building_8,North,Common Yellowthroat_Geothlypis trichas,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipO8txvrbuZjJphWUqWA7jQg1Mfaz-vViAb6frxB?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-05,2019-10-05,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-06,2019-10-06,No,PM,Main Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-06,2019-10-06,Yes,PM,North Quad,National Center for Supercomputing Applications_564,East,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMKMJUGtyjeN6CH8iYiWZK68l8sUbuwEKtIU83g?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-06,2019-10-06,Yes,PM,North Quad,Beckman Institute_228,East,Nashville Warbler_Oreothlypis ruficapilla,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOY9RgvsXKCe4_3MJc32hzj9KFjXMIa2WYVrZiW?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-06,2019-10-06,Yes,PM,North Quad,Electrical and Computer Engineering_409,North,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMbolNuOlFcY32Fm1E28edQps5cRKlLq7DsOEXx?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-06,2019-10-06,Yes,AM,North Quad,Coordinated Science Laboratory_148,West,Unidentifiable,Dead,https://photos.google.com/u/1/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP3uD-E0X8KNw2C_PEu_gBGspSSEEueTCYsUeMH?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-06,2019-10-06,Yes,AM,North Quad,Grainger Engineering Library Information Center_324,South,Yellow-rumped Warbler_Setophaga coronata,Alive,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPFqRtOsJAl8LRvaXCdmKqVLz8L_951wbWVkSva?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-06,2019-10-06,No,AM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-06,2019-10-06,No,PM,South Quad,All Buildings of Route,NA,NA,NA,NA
2019,10,2019-10-07,2019-10-07,Yes,AM,Main Quad,Morrill Hall_242,North,Unidentifiable,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPeZ1GReExnd9LAxXOIxaq_trkvyO9JtF8LnWHd?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
2019,10,2019-10-07,2019-10-07,Yes,PM,Main Quad,Morrill Hall_242,North,Tennessee Warbler_Oreothlypis peregrina,Dead,https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOz1LdU-wua8HnVSfmMnHH-d36uTaAkHSaiHMNa?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR
